GameDate,HomeTeam,HomePoints,VisitorTeam,VisitorPoints,HomeTurnovers,HomeTotalRebounds,HomeOffensiveRebounds,HomeDefensiveRebounds,HomeThreePointersAttempted,HomeThreePointersMade,HomeThreePointerPercentage,HomeFreeThrowsAttempted,HomeFreeThrowsMade,HomeFreeThrowPercentage,FieldGoalsAttempted,HomeFieldGoalsMade,HomeFieldGoalPercentage,HomeAssists,HomeSteals,HomeBlocks,HomePersonalFouls,VisitorTurnovers,VisitorTotalRebounds,VisitorOffensiveRebounds,VisitorDefensiveRebounds,VisitorThreePointersAttempted,VisitorThreePointersMade,VisitorThreePointerPercentage,VisitorFreeThrowsAttempted,VisitorFreeThrowsMade,VisitorFreeThrowPercentage,VisitorFieldGoalsAttempted,VisitorFieldGoalsMade,VisitorFieldGoalPercentage,VisitorAssists,VisitorSteals,VisitorBlocks,VisitorPersonalFouls
2016-12-03,Charlotte Hornets,120,Minnesota Timberwolves,125,15,50,13,37,36,14,0.389,26,18,0.692,101,44,0.436,30,6,8,16,11,51,14,37,27,10,0.37,22,19,0.864,106,48,0.453,32,10,10,19
2016-12-03,Dallas Mavericks,107,Chicago Bulls,82,10,42,13,29,31,13,0.419,18,14,0.778,87,40,0.46,31,11,2,19,20,43,11,32,13,3,0.231,21,15,0.714,71,32,0.451,9,4,5,22
2016-12-03,Golden State Warriors,138,Phoenix Suns,109,17,38,6,32,21,14,0.667,34,26,0.765,78,49,0.628,37,9,5,19,15,36,14,22,32,11,0.344,21,16,0.762,91,41,0.451,24,8,2,29
2016-12-03,Memphis Grizzlies,103,Los Angeles Lakers,100,12,43,14,29,30,10,0.333,15,11,0.733,88,41,0.466,32,13,7,19,18,44,14,30,21,7,0.333,29,23,0.793,81,35,0.432,16,7,4,18
2016-12-03,Milwaukee Bucks,112,Brooklyn Nets,103,12,46,7,39,24,6,0.25,36,26,0.722,85,40,0.471,25,9,10,24,14,46,10,36,41,11,0.268,33,24,0.727,91,34,0.374,21,6,5,26
2016-12-03,Philadelphia 76ers,106,Boston Celtics,107,17,38,8,30,33,15,0.455,26,21,0.808,76,35,0.461,20,5,3,23,11,37,6,31,26,8,0.308,29,23,0.793,76,38,0.5,22,5,3,21
2016-12-03,Portland Trail Blazers,99,Miami Heat,92,9,47,12,35,24,9,0.375,24,18,0.75,89,36,0.404,19,6,9,17,14,46,8,38,22,6,0.273,15,10,0.667,86,38,0.442,23,6,6,14
2016-12-03,Toronto Raptors,128,Atlanta Hawks,84,15,48,12,36,24,13,0.542,11,9,0.818,92,53,0.576,28,14,7,17,19,38,13,25,28,7,0.25,14,7,0.5,88,35,0.398,21,7,5,13
2016-12-03,Utah Jazz,105,Denver Nuggets,98,9,40,7,33,25,9,0.36,28,26,0.929,78,35,0.449,20,8,3,13,14,37,7,30,24,13,0.542,14,11,0.786,83,37,0.446,19,7,5,21
2016-12-04,Detroit Pistons,92,Orlando Magic,98,13,44,10,34,27,10,0.37,13,6,0.462,86,38,0.442,16,8,3,12,11,39,4,35,23,7,0.304,14,7,0.5,79,42,0.532,23,8,7,11
2016-12-04,Los Angeles Clippers,102,Indiana Pacers,111,20,51,16,35,30,10,0.333,28,20,0.714,81,36,0.444,19,5,7,24,11,36,5,31,14,5,0.357,35,28,0.8,79,39,0.494,21,9,2,24
2016-12-04,New York Knicks,106,Sacramento Kings,98,19,58,14,44,29,11,0.379,24,17,0.708,88,39,0.443,20,5,10,25,11,51,18,33,28,9,0.321,31,27,0.871,97,31,0.32,18,13,5,17
2016-12-04,Oklahoma City Thunder,101,New Orleans Pelicans,92,16,59,11,48,28,6,0.214,26,13,0.5,89,41,0.461,24,7,5,15,11,51,12,39,28,6,0.214,19,14,0.737,98,36,0.367,15,8,6,22
2016-12-05,Atlanta Hawks,99,Oklahoma City Thunder,102,18,36,7,29,22,7,0.318,32,24,0.75,77,34,0.442,26,13,3,24,19,43,8,35,31,10,0.323,28,18,0.643,80,37,0.463,26,9,5,27
2016-12-05,Brooklyn Nets,113,Washington Wizards,118,22,50,13,37,27,11,0.407,30,22,0.733,81,40,0.494,25,5,3,15,10,35,8,27,34,14,0.412,18,14,0.778,92,45,0.489,26,17,5,22
2016-12-05,Chicago Bulls,110,Portland Trail Blazers,112,15,50,15,35,23,7,0.304,38,33,0.868,83,35,0.422,16,8,11,17,10,38,10,28,24,9,0.375,18,13,0.722,93,45,0.484,25,9,8,27
2016-12-05,Dallas Mavericks,101,Charlotte Hornets,109,7,35,9,26,36,13,0.361,18,14,0.778,89,37,0.416,23,4,2,19,12,53,9,44,18,3,0.167,28,26,0.929,79,40,0.506,21,2,5,19
2016-12-05,Golden State Warriors,142,Indiana Pacers,106,11,54,16,38,37,14,0.378,26,20,0.769,104,54,0.519,45,12,13,22,14,40,9,31,15,3,0.2,35,33,0.943,85,35,0.412,20,10,5,21
2016-12-05,Houston Rockets,107,Boston Celtics,106,17,46,7,39,38,12,0.316,31,27,0.871,76,34,0.447,20,8,7,14,11,42,10,32,32,11,0.344,12,11,0.917,99,42,0.424,27,7,4,20
2016-12-05,Los Angeles Lakers,101,Utah Jazz,107,11,43,15,28,14,5,0.357,23,18,0.783,87,39,0.448,15,8,1,23,12,39,11,28,32,13,0.406,29,18,0.621,80,38,0.475,26,5,7,18
2016-12-05,Milwaukee Bucks,96,San Antonio Spurs,97,14,43,7,36,24,6,0.25,34,30,0.882,73,30,0.411,16,4,7,16,15,46,12,34,28,8,0.286,14,9,0.643,93,40,0.43,26,6,5,22
2016-12-05,New Orleans Pelicans,108,Memphis Grizzlies,110,13,54,6,48,32,10,0.313,21,20,0.952,99,39,0.394,21,7,7,15,14,61,13,48,34,13,0.382,21,13,0.619,104,42,0.404,23,8,4,22
2016-12-05,Philadelphia 76ers,98,Denver Nuggets,106,19,44,12,32,31,11,0.355,23,17,0.739,86,35,0.407,20,12,10,25,19,45,10,35,27,10,0.37,34,26,0.765,76,35,0.461,17,13,8,20
2016-12-05,Toronto Raptors,112,Cleveland Cavaliers,116,7,33,10,23,32,13,0.406,27,23,0.852,88,38,0.432,22,8,5,22,16,48,13,35,32,14,0.438,27,22,0.815,84,40,0.476,21,4,3,21
2016-12-06,Detroit Pistons,102,Chicago Bulls,91,9,44,9,35,21,8,0.381,21,14,0.667,88,40,0.455,24,10,5,23,14,45,9,36,15,2,0.133,32,23,0.719,75,33,0.44,15,6,7,20
2016-12-06,Memphis Grizzlies,96,Philadelphia 76ers,91,13,53,12,41,17,2,0.118,35,28,0.8,86,33,0.384,18,8,5,25,16,45,9,36,41,14,0.341,26,13,0.5,82,32,0.39,21,5,7,27
2016-12-06,Miami Heat,103,New York Knicks,114,10,46,16,30,25,11,0.44,27,16,0.593,89,38,0.427,21,8,4,16,11,53,18,35,25,7,0.28,16,11,0.688,98,48,0.49,22,6,6,18
2016-12-06,Minnesota Timberwolves,91,San Antonio Spurs,105,15,41,11,30,20,7,0.35,18,12,0.667,82,36,0.439,19,4,2,20,11,35,3,32,24,11,0.458,19,16,0.842,74,39,0.527,21,8,3,20
2016-12-06,Utah Jazz,112,Phoenix Suns,105,16,35,6,29,27,12,0.444,32,28,0.875,73,36,0.493,23,7,7,23,17,41,12,29,18,6,0.333,25,21,0.84,84,39,0.464,14,5,0,28
2016-12-06,Washington Wizards,116,Orlando Magic,124,12,42,10,32,23,11,0.478,24,17,0.708,93,44,0.473,20,5,2,25,13,43,8,35,26,12,0.462,36,26,0.722,83,43,0.518,24,7,12,18
2016-12-07,Atlanta Hawks,103,Miami Heat,95,14,47,14,33,19,4,0.211,15,13,0.867,88,43,0.489,27,9,9,20,17,33,8,25,27,11,0.407,20,16,0.8,80,34,0.425,20,6,6,16
2016-12-07,Brooklyn Nets,116,Denver Nuggets,111,15,42,10,32,26,9,0.346,31,25,0.806,85,41,0.482,18,11,5,19,17,58,26,32,37,11,0.297,21,16,0.762,105,42,0.4,18,7,2,24
2016-12-07,Charlotte Hornets,87,Detroit Pistons,77,6,51,5,46,21,6,0.286,29,21,0.724,88,30,0.341,13,7,2,11,13,57,7,50,27,4,0.148,8,5,0.625,89,34,0.382,21,3,8,18
2016-12-07,Dallas Mavericks,89,Sacramento Kings,120,23,40,9,31,30,10,0.333,20,15,0.75,78,32,0.41,17,7,5,22,14,40,6,34,22,10,0.455,21,16,0.762,84,47,0.56,28,10,3,23
2016-12-07,Houston Rockets,134,Los Angeles Lakers,95,20,52,15,37,36,15,0.417,21,17,0.81,94,51,0.543,35,20,2,22,28,39,14,25,20,5,0.25,27,22,0.815,87,34,0.391,14,13,4,22
2016-12-07,Los Angeles Clippers,98,Golden State Warriors,115,13,47,17,30,26,8,0.308,24,18,0.75,92,36,0.391,15,3,2,24,10,46,12,34,31,7,0.226,29,24,0.828,89,42,0.472,32,11,5,24
2016-12-07,Milwaukee Bucks,115,Portland Trail Blazers,107,10,41,5,36,24,10,0.417,37,25,0.676,77,40,0.519,19,8,7,13,16,44,10,34,40,17,0.425,19,16,0.842,85,37,0.435,25,7,4,22
2016-12-07,New York Knicks,94,Cleveland Cavaliers,126,16,43,13,30,31,11,0.355,15,13,0.867,87,35,0.402,22,6,3,22,12,46,10,36,40,22,0.55,31,26,0.839,80,39,0.488,23,11,4,18
2016-12-07,Orlando Magic,87,Boston Celtics,117,14,37,8,29,26,11,0.423,24,16,0.667,81,30,0.37,20,7,1,26,10,49,11,38,26,7,0.269,29,24,0.828,84,43,0.512,29,7,4,19
2016-12-07,Phoenix Suns,94,Indiana Pacers,109,21,40,9,31,33,9,0.273,18,17,0.944,85,34,0.4,17,14,4,31,18,49,12,37,23,7,0.304,41,32,0.78,78,35,0.449,16,11,3,16
2016-12-08,Chicago Bulls,95,San Antonio Spurs,91,20,51,11,40,17,4,0.235,27,21,0.778,80,35,0.438,24,7,5,13,14,43,11,32,28,9,0.321,5,4,0.8,97,39,0.402,21,12,8,18
2016-12-08,Memphis Grizzlies,88,Portland Trail Blazers,86,13,58,15,43,20,6,0.3,30,20,0.667,87,31,0.356,13,8,2,28,12,52,13,39,28,7,0.25,40,29,0.725,82,25,0.305,13,6,3,23
2016-12-08,New Orleans Pelicans,88,Philadelphia 76ers,99,12,47,11,36,25,7,0.28,22,15,0.682,84,33,0.393,18,3,2,17,10,46,11,35,40,12,0.3,13,9,0.692,91,39,0.429,27,8,8,20
2016-12-08,Toronto Raptors,124,Minnesota Timberwolves,110,9,42,16,26,27,12,0.444,33,26,0.788,87,43,0.494,25,5,5,19,14,43,16,27,28,9,0.321,15,11,0.733,88,45,0.511,19,3,1,26
2016-12-08,Utah Jazz,99,Golden State Warriors,106,15,46,12,34,38,10,0.263,21,15,0.714,89,37,0.416,20,8,2,22,17,47,9,38,29,12,0.414,23,16,0.696,80,39,0.488,26,10,4,23
2016-12-08,Washington Wizards,92,Denver Nuggets,85,19,35,8,27,19,6,0.316,17,16,0.941,78,35,0.449,21,11,3,20,29,45,14,31,32,7,0.219,24,16,0.667,76,31,0.408,24,8,2,24
2016-12-09,Boston Celtics,94,Toronto Raptors,101,14,46,8,38,42,17,0.405,22,15,0.682,83,31,0.373,24,5,4,18,11,50,8,42,20,9,0.45,27,24,0.889,82,34,0.415,12,9,2,22
2016-12-09,Charlotte Hornets,109,Orlando Magic,88,13,59,13,46,22,9,0.409,23,18,0.783,85,41,0.482,23,4,5,13,8,40,9,31,34,9,0.265,14,11,0.786,91,34,0.374,22,6,2,17
2016-12-09,Cleveland Cavaliers,114,Miami Heat,84,11,47,11,36,24,9,0.375,19,13,0.684,83,46,0.554,23,7,9,16,15,46,23,23,27,6,0.222,21,16,0.762,90,31,0.344,18,6,3,18
2016-12-09,Dallas Mavericks,111,Indiana Pacers,103,9,33,5,28,32,15,0.469,24,18,0.75,80,39,0.488,23,8,1,19,13,38,4,34,25,14,0.56,26,25,0.962,69,32,0.464,21,5,4,18
2016-12-09,Los Angeles Lakers,115,Phoenix Suns,119,16,49,10,39,26,9,0.346,34,26,0.765,87,40,0.46,18,4,2,21,8,44,9,35,30,13,0.433,21,16,0.762,95,45,0.474,26,8,8,24
2016-12-09,Milwaukee Bucks,110,Atlanta Hawks,114,15,43,9,34,28,12,0.429,14,10,0.714,94,44,0.468,26,11,5,25,18,46,9,37,34,12,0.353,29,22,0.759,84,40,0.476,32,7,8,11
2016-12-09,Minnesota Timberwolves,90,Detroit Pistons,117,12,37,7,30,16,3,0.188,20,13,0.65,78,37,0.474,19,4,2,16,7,42,11,31,29,14,0.483,23,19,0.826,84,42,0.5,23,6,1,23
2016-12-09,Oklahoma City Thunder,99,Houston Rockets,102,18,46,9,37,28,7,0.25,31,24,0.774,81,34,0.42,18,9,5,19,15,52,16,36,42,11,0.262,30,19,0.633,92,36,0.391,26,9,1,24
2016-12-09,Sacramento Kings,100,New York Knicks,103,7,39,6,33,28,7,0.25,27,23,0.852,87,35,0.402,24,10,1,20,17,54,12,42,29,10,0.345,25,21,0.84,84,36,0.429,22,3,6,25
2016-12-10,Chicago Bulls,105,Miami Heat,100,11,47,12,35,8,1,0.125,31,28,0.903,84,38,0.452,17,8,6,15,12,43,14,29,20,5,0.25,18,11,0.611,91,42,0.462,25,5,5,22
2016-12-10,Cleveland Cavaliers,116,Charlotte Hornets,105,18,40,7,33,31,13,0.419,28,19,0.679,73,42,0.575,25,8,2,24,14,39,12,27,27,10,0.37,24,17,0.708,86,39,0.453,24,5,0,24
2016-12-10,Houston Rockets,109,Dallas Mavericks,87,15,48,10,38,37,19,0.514,22,16,0.727,74,37,0.5,31,4,1,16,9,32,6,26,34,11,0.324,14,12,0.857,79,32,0.405,18,7,3,18
2016-12-10,Indiana Pacers,118,Portland Trail Blazers,111,13,39,10,29,29,15,0.517,28,23,0.821,83,40,0.482,24,11,9,13,19,41,9,32,37,16,0.432,16,15,0.938,82,40,0.488,22,6,4,20
2016-12-10,Los Angeles Clippers,133,New Orleans Pelicans,105,10,40,9,31,36,17,0.472,9,8,0.889,94,54,0.574,34,10,2,22,16,34,8,26,19,8,0.421,26,17,0.654,83,40,0.482,25,3,1,15
2016-12-10,Memphis Grizzlies,110,Golden State Warriors,89,12,47,11,36,26,8,0.308,29,26,0.897,87,38,0.437,23,10,5,19,23,42,10,32,27,9,0.333,20,12,0.6,77,34,0.442,15,6,8,23
2016-12-10,Orlando Magic,113,Denver Nuggets,121,5,31,5,26,27,11,0.407,24,16,0.667,88,43,0.489,27,7,5,18,12,44,9,35,19,8,0.421,25,19,0.76,83,47,0.566,25,2,4,20
2016-12-10,San Antonio Spurs,130,Brooklyn Nets,101,10,49,8,41,26,14,0.538,18,16,0.889,94,50,0.532,38,11,7,18,16,47,11,36,27,7,0.259,25,22,0.88,87,36,0.414,21,6,2,16
2016-12-10,Utah Jazz,104,Sacramento Kings,84,22,54,13,41,29,13,0.448,18,17,0.944,77,37,0.481,23,9,10,16,10,34,12,22,26,9,0.346,13,7,0.538,90,34,0.378,17,10,4,14
2016-12-10,Washington Wizards,110,Milwaukee Bucks,105,10,40,12,28,21,8,0.381,28,22,0.786,88,40,0.455,29,10,3,17,20,40,7,33,25,13,0.52,15,12,0.8,79,40,0.506,22,1,3,21
2016-12-11,Detroit Pistons,79,Philadelphia 76ers,97,15,34,10,24,19,5,0.263,14,10,0.714,82,32,0.39,15,15,2,18,20,42,5,37,17,7,0.412,17,14,0.824,68,38,0.559,24,11,4,13
2016-12-11,Los Angeles Lakers,112,New York Knicks,118,15,41,9,32,28,10,0.357,22,18,0.818,88,42,0.477,26,7,1,22,11,44,8,36,22,10,0.455,31,26,0.839,84,41,0.488,21,9,11,15
2016-12-11,Minnesota Timberwolves,108,Golden State Warriors,116,15,51,16,35,24,9,0.375,36,27,0.75,81,36,0.444,17,3,2,21,9,37,6,31,32,13,0.406,30,27,0.9,83,38,0.458,30,9,4,24
2016-12-11,Oklahoma City Thunder,99,Boston Celtics,96,13,49,15,34,21,3,0.143,27,14,0.519,83,41,0.494,17,9,7,9,14,40,12,28,32,11,0.344,8,5,0.625,90,40,0.444,28,9,4,22
2016-12-11,Phoenix Suns,119,New Orleans Pelicans,120,16,57,14,43,41,14,0.341,26,17,0.654,96,44,0.458,21,6,3,27,12,49,14,35,40,16,0.4,35,28,0.8,97,38,0.392,24,12,4,27
2016-12-12,Dallas Mavericks,112,Denver Nuggets,92,11,34,8,26,26,12,0.462,12,10,0.833,77,45,0.584,22,9,7,15,16,43,20,23,25,7,0.28,18,15,0.833,83,35,0.422,19,6,3,15
2016-12-12,Houston Rockets,122,Brooklyn Nets,118,14,39,11,28,43,17,0.395,36,21,0.583,91,42,0.462,23,10,5,25,20,41,6,35,20,7,0.35,36,27,0.75,80,42,0.525,21,9,4,27
2016-12-12,Indiana Pacers,110,Charlotte Hornets,94,11,42,5,37,36,17,0.472,10,7,0.7,88,43,0.489,24,4,11,21,13,46,9,37,26,10,0.385,32,28,0.875,84,28,0.333,16,8,4,15
2016-12-12,Los Angeles Clippers,121,Portland Trail Blazers,120,13,38,13,25,23,11,0.478,28,26,0.929,89,42,0.472,26,9,8,20,16,42,13,29,21,10,0.476,25,22,0.88,87,44,0.506,25,6,7,24
2016-12-12,Miami Heat,112,Washington Wizards,101,15,47,11,36,26,9,0.346,19,13,0.684,88,45,0.511,25,6,3,18,15,37,10,27,23,5,0.217,22,18,0.818,84,39,0.464,17,8,1,22
2016-12-12,Sacramento Kings,116,Los Angeles Lakers,92,22,47,13,34,23,10,0.435,21,12,0.571,84,47,0.56,23,16,6,20,20,39,17,22,23,10,0.435,21,16,0.762,84,33,0.393,18,12,3,16
2016-12-12,Toronto Raptors,122,Milwaukee Bucks,100,14,46,14,32,25,14,0.56,28,24,0.857,81,42,0.519,26,7,2,18,11,37,12,25,24,4,0.167,17,12,0.706,89,42,0.472,27,8,3,20
2016-12-13,Atlanta Hawks,120,Orlando Magic,131,15,45,13,32,28,11,0.393,21,19,0.905,89,45,0.506,29,6,4,16,9,28,5,23,34,15,0.441,20,14,0.7,87,51,0.586,36,8,5,17
2016-12-13,Chicago Bulls,94,Minnesota Timberwolves,99,10,42,13,29,15,4,0.267,19,14,0.737,87,38,0.437,20,7,6,16,14,48,14,34,21,6,0.286,22,17,0.773,86,38,0.442,24,3,8,14
2016-12-13,Cleveland Cavaliers,103,Memphis Grizzlies,86,18,46,10,36,31,12,0.387,23,17,0.739,81,37,0.457,21,8,4,16,16,43,11,32,22,4,0.182,15,12,0.8,86,35,0.407,19,10,6,23
2016-12-13,New Orleans Pelicans,109,Golden State Warriors,113,17,45,6,39,35,14,0.4,21,17,0.81,82,39,0.476,26,12,11,18,12,45,9,36,34,14,0.412,19,15,0.789,95,42,0.442,30,6,5,12
2016-12-13,Phoenix Suns,113,New York Knicks,111,18,61,16,45,30,9,0.3,33,28,0.848,93,38,0.409,13,9,7,28,14,43,11,32,20,7,0.35,38,28,0.737,97,38,0.392,23,10,4,27
2016-12-13,Portland Trail Blazers,114,Oklahoma City Thunder,95,14,37,8,29,23,8,0.348,27,20,0.741,80,43,0.538,23,11,9,26,21,43,16,27,27,8,0.296,28,21,0.75,87,33,0.379,18,10,2,21
2016-12-14,Brooklyn Nets,107,Los Angeles Lakers,97,16,61,19,42,35,11,0.314,40,30,0.75,86,33,0.384,19,7,4,26,10,49,18,31,27,6,0.222,34,21,0.618,91,35,0.385,11,8,6,26
2016-12-14,Dallas Mavericks,85,Detroit Pistons,95,12,30,6,24,25,8,0.32,16,13,0.813,78,32,0.41,19,13,3,22,19,50,10,40,17,5,0.294,22,18,0.818,71,36,0.507,18,4,2,19
2016-12-14,Houston Rockets,132,Sacramento Kings,98,16,47,8,39,42,22,0.524,16,10,0.625,85,50,0.588,40,8,5,11,16,40,12,28,32,11,0.344,11,9,0.818,92,39,0.424,27,8,7,16
2016-12-14,Memphis Grizzlies,93,Cleveland Cavaliers,85,17,55,14,41,23,12,0.522,16,11,0.688,81,35,0.432,22,9,3,27,11,39,7,32,25,9,0.36,31,20,0.645,75,28,0.373,10,10,2,16
2016-12-14,Miami Heat,95,Indiana Pacers,89,15,58,14,44,25,7,0.28,25,14,0.56,82,37,0.451,23,4,6,16,9,38,6,32,27,9,0.333,17,14,0.824,89,33,0.371,14,8,5,21
2016-12-14,Orlando Magic,108,Los Angeles Clippers,113,8,39,12,27,33,14,0.424,20,10,0.5,89,42,0.472,29,5,1,29,11,42,7,35,25,13,0.52,37,26,0.703,74,37,0.5,21,6,5,20
2016-12-14,Philadelphia 76ers,114,Toronto Raptors,123,14,43,14,29,29,9,0.31,25,19,0.76,86,43,0.5,29,5,4,27,11,39,15,24,29,10,0.345,36,31,0.861,87,41,0.471,21,9,3,20
2016-12-14,San Antonio Spurs,108,Boston Celtics,101,16,38,5,33,22,8,0.364,14,12,0.857,80,44,0.55,33,9,3,17,13,35,8,27,31,10,0.323,20,17,0.85,84,37,0.44,25,12,3,13
2016-12-14,Utah Jazz,109,Oklahoma City Thunder,89,14,38,4,34,23,13,0.565,15,12,0.8,72,42,0.583,22,4,6,22,10,38,13,25,19,6,0.316,27,23,0.852,82,30,0.366,14,4,3,18
2016-12-14,Washington Wizards,109,Charlotte Hornets,106,14,41,12,29,18,5,0.278,17,14,0.824,87,45,0.517,27,15,3,18,18,33,5,28,33,14,0.424,21,16,0.762,74,38,0.514,25,7,8,18
2016-12-15,Denver Nuggets,132,Portland Trail Blazers,120,15,36,5,31,31,15,0.484,35,31,0.886,84,43,0.512,27,10,4,28,14,41,15,26,23,8,0.348,36,30,0.833,88,41,0.466,22,6,4,25
2016-12-15,Golden State Warriors,103,New York Knicks,90,17,57,15,42,32,9,0.281,8,4,0.5,96,45,0.469,41,7,10,17,13,49,14,35,21,5,0.238,19,9,0.474,93,38,0.409,19,10,5,10
2016-12-15,Milwaukee Bucks,108,Chicago Bulls,97,8,42,13,29,20,11,0.55,13,7,0.538,95,45,0.474,32,8,5,20,17,41,6,35,20,5,0.25,29,22,0.759,74,35,0.473,23,5,3,16
2016-12-15,New Orleans Pelicans,102,Indiana Pacers,95,16,55,11,44,27,10,0.37,28,20,0.714,85,36,0.424,23,7,8,16,12,46,7,39,21,3,0.143,24,20,0.833,87,36,0.414,23,6,4,21
2016-12-15,Phoenix Suns,92,San Antonio Spurs,107,14,35,11,24,27,10,0.37,18,14,0.778,85,34,0.4,15,9,3,25,20,50,9,41,16,5,0.313,26,24,0.923,74,39,0.527,19,6,2,20
2016-12-16,Boston Celtics,96,Charlotte Hornets,88,13,46,5,41,28,9,0.321,26,19,0.731,78,34,0.436,26,7,8,15,12,53,16,37,30,8,0.267,19,16,0.842,97,32,0.33,21,10,4,21
2016-12-16,Chicago Bulls,69,Milwaukee Bucks,95,12,50,19,31,21,5,0.238,15,8,0.533,92,28,0.304,17,7,2,14,12,53,11,42,25,10,0.4,13,9,0.692,82,38,0.463,26,7,4,14
2016-12-16,Houston Rockets,122,New Orleans Pelicans,100,14,57,13,44,61,24,0.393,19,14,0.737,94,42,0.447,27,7,4,18,11,47,13,34,27,9,0.333,20,11,0.55,98,40,0.408,17,4,6,16
2016-12-16,Memphis Grizzlies,92,Sacramento Kings,96,13,47,13,34,25,5,0.2,36,29,0.806,77,29,0.377,19,7,8,31,12,45,13,32,24,7,0.292,37,27,0.73,80,31,0.388,18,5,6,25
2016-12-16,Miami Heat,98,Los Angeles Clippers,102,6,47,10,37,27,6,0.222,25,16,0.64,93,38,0.409,20,5,5,23,10,50,7,43,25,7,0.28,29,23,0.793,83,36,0.434,17,1,3,20
2016-12-16,Orlando Magic,118,Brooklyn Nets,111,7,49,13,36,29,7,0.241,42,33,0.786,97,39,0.402,22,8,11,17,17,45,6,39,27,11,0.407,26,22,0.846,83,39,0.47,21,5,6,32
2016-12-16,Philadelphia 76ers,89,Los Angeles Lakers,100,17,48,16,32,31,6,0.194,24,19,0.792,88,32,0.364,22,7,4,17,20,46,8,38,30,9,0.3,22,19,0.864,79,36,0.456,19,10,4,21
2016-12-16,Toronto Raptors,121,Atlanta Hawks,125,10,28,8,20,21,10,0.476,26,17,0.654,86,47,0.547,20,7,5,27,14,44,15,29,25,11,0.44,32,22,0.688,86,46,0.535,26,6,6,22
2016-12-16,Utah Jazz,103,Dallas Mavericks,100,16,41,8,33,22,8,0.364,27,21,0.778,65,37,0.569,18,4,3,23,7,27,7,20,28,12,0.429,21,18,0.857,77,35,0.455,18,9,0,24
2016-12-16,Washington Wizards,122,Detroit Pistons,108,6,36,3,33,25,12,0.48,27,22,0.815,77,44,0.571,30,6,1,23,9,40,10,30,28,10,0.357,21,14,0.667,86,42,0.488,22,3,1,19
2016-12-17,Atlanta Hawks,99,Charlotte Hornets,107,12,47,9,38,26,10,0.385,16,9,0.563,86,40,0.465,26,4,2,18,12,43,7,36,27,12,0.444,13,9,0.692,88,43,0.489,26,8,3,17
2016-12-17,Cleveland Cavaliers,119,Los Angeles Lakers,108,8,44,11,33,33,15,0.455,18,12,0.667,89,46,0.517,30,8,3,12,12,41,10,31,37,16,0.432,13,10,0.769,86,41,0.477,30,3,2,16
2016-12-17,Denver Nuggets,127,New York Knicks,114,10,41,11,30,27,10,0.37,29,17,0.586,90,50,0.556,26,6,7,27,13,35,9,26,23,8,0.348,39,36,0.923,80,35,0.438,18,6,4,27
2016-12-17,Detroit Pistons,90,Indiana Pacers,105,9,40,10,30,30,10,0.333,22,16,0.727,84,32,0.381,22,6,1,18,9,51,9,42,19,6,0.316,25,19,0.76,83,40,0.482,20,6,3,16
2016-12-17,Golden State Warriors,135,Portland Trail Blazers,90,15,56,9,47,28,14,0.5,26,19,0.731,87,51,0.586,36,7,5,16,11,31,7,24,28,8,0.286,20,14,0.7,86,34,0.395,16,7,4,19
2016-12-17,Minnesota Timberwolves,109,Houston Rockets,111,22,55,13,42,21,7,0.333,27,20,0.741,92,41,0.446,29,9,6,21,17,47,10,37,51,17,0.333,20,16,0.8,96,39,0.406,25,14,4,22
2016-12-17,Oklahoma City Thunder,114,Phoenix Suns,101,14,42,10,32,16,7,0.438,34,25,0.735,81,41,0.506,28,12,4,21,18,43,16,27,22,8,0.364,20,15,0.75,90,39,0.433,16,5,5,23
2016-12-18,Dallas Mavericks,99,Sacramento Kings,79,11,44,6,38,33,13,0.394,22,18,0.818,77,34,0.442,20,10,6,13,16,42,6,36,31,8,0.258,17,11,0.647,76,30,0.395,16,7,4,21
2016-12-18,Memphis Grizzlies,73,Utah Jazz,82,11,48,19,29,23,2,0.087,18,15,0.833,93,28,0.301,12,8,1,28,15,42,5,37,27,8,0.296,25,14,0.56,66,30,0.455,18,4,11,20
2016-12-18,Miami Heat,95,Boston Celtics,105,23,41,6,35,24,9,0.375,25,14,0.56,69,36,0.522,23,7,5,20,13,37,11,26,28,9,0.321,19,14,0.737,90,41,0.456,21,13,2,16
2016-12-18,Orlando Magic,79,Toronto Raptors,109,20,42,10,32,21,3,0.143,9,8,0.889,83,34,0.41,13,5,3,17,11,47,10,37,27,7,0.259,21,16,0.762,87,43,0.494,20,10,7,16
2016-12-18,Philadelphia 76ers,108,Brooklyn Nets,107,17,47,13,34,28,12,0.429,23,20,0.87,88,38,0.432,23,5,5,18,16,43,7,36,34,12,0.353,31,23,0.742,81,36,0.444,26,8,5,20
2016-12-18,San Antonio Spurs,113,New Orleans Pelicans,100,14,49,12,37,22,11,0.5,22,18,0.818,86,42,0.488,31,6,6,15,12,37,8,29,26,10,0.385,14,8,0.571,89,41,0.461,29,8,6,17
2016-12-18,Washington Wizards,117,Los Angeles Clippers,110,15,33,9,24,19,10,0.526,30,21,0.7,81,43,0.531,24,10,4,24,15,40,12,28,24,7,0.292,24,17,0.708,87,43,0.494,28,7,1,23
2016-12-19,Chicago Bulls,113,Detroit Pistons,82,13,46,9,37,16,8,0.5,7,7,1.0,82,49,0.598,34,9,5,13,11,32,10,22,23,3,0.13,13,11,0.846,83,34,0.41,19,8,3,8
